"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: capacity","Param: coder"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_buffer:·gc.alloc.rate","avgt",1,25,2005.205739,4.235014,"MB/sec",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_buffer:·gc.alloc.rate.norm","avgt",1,25,1466.185259,0.000006,"B/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_buffer:·gc.count","avgt",1,25,780.000000,NaN,"counts",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_buffer:·gc.time","avgt",1,25,2417.000000,NaN,"ms",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder","avgt",1,25,633.635647,1.368283,"ns/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate","avgt",1,25,1096.603162,2.364270,"MB/sec",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate.norm","avgt",1,25,728.616295,0.000003,"B/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.count","avgt",1,25,425.000000,NaN,"counts",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.time","avgt",1,25,1340.000000,NaN,"ms",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder","avgt",1,25,689.193565,3.656976,"ns/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate","avgt",1,25,2028.875014,10.733031,"MB/sec",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate.norm","avgt",1,25,1466.185262,0.000005,"B/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.count","avgt",1,25,785.000000,NaN,"counts",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.time","avgt",1,25,2419.000000,NaN,"ms",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format","avgt",1,25,954.359161,2.539280,"ns/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate","avgt",1,25,1590.828669,4.218796,"MB/sec",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate.norm","avgt",1,25,1592.000050,0.000000,"B/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.count","avgt",1,25,605.000000,NaN,"counts",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.time","avgt",1,25,1894.000000,NaN,"ms",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format","avgt",1,25,1025.294931,1.365382,"ns/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate","avgt",1,25,2165.321882,2.880826,"MB/sec",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate.norm","avgt",1,25,2328.000053,0.000000,"B/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.count","avgt",1,25,850.000000,NaN,"counts",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.time","avgt",1,25,2655.000000,NaN,"ms",128,UTF16
