"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: formatterType"
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,25,1512.726684,5.474986,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,25,1715.796248,57.047046,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_date_query","avgt",1,25,2305.719194,10.298485,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,872.577491,5.374089,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,701.218128,28.499404,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,1251.873852,8.575224,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,2133.343554,22.593787,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,2552.803957,8.107795,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,720.001485,2.294448,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,1507.958017,6.096474,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,1680.621315,71.528664,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_local_time_query","avgt",1,25,2316.831274,9.963686,"ns/op",RFC_1123_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,874.069373,5.711995,"ns/op",BASIC_ISO_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,707.807582,25.016262,"ns/op",ISO_OFFSET_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,1261.590591,3.612956,"ns/op",ISO_OFFSET_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,2176.615675,65.177286,"ns/op",ISO_OFFSET_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,2565.679735,9.699914,"ns/op",ISO_ZONED_DATE_TIME
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,725.019513,5.502993,"ns/op",ISO_ORDINAL_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,1519.148365,5.695995,"ns/op",ISO_WEEK_DATE
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,1776.859212,12.919243,"ns/op",ISO_INSTANT
"com.ionutbalosin.jvm.performance.benchmarks.api.time.DateTimeFormatterParseBenchmark.parse_precision_query","avgt",1,25,2311.379211,6.520582,"ns/op",RFC_1123_DATE_TIME
