"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: capacity","Param: coder"
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_buffer:·gc.time","avgt",1,25,365.000000,NaN,"ms",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder","avgt",1,25,598.024384,1.984208,"ns/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate","avgt",1,25,1199.209253,3.975807,"MB/sec",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate.norm","avgt",1,25,752.000026,0.000000,"B/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.count","avgt",1,25,120.000000,NaN,"counts",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.time","avgt",1,25,175.000000,NaN,"ms",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder","avgt",1,25,655.712690,1.050286,"ns/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate","avgt",1,25,2536.427162,4.055116,"MB/sec",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.alloc.rate.norm","avgt",1,25,1744.000045,0.000060,"B/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.count","avgt",1,25,258.000000,NaN,"counts",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_builder:·gc.time","avgt",1,25,367.000000,NaN,"ms",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format","avgt",1,25,966.372106,22.771705,"ns/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate","avgt",1,25,1441.115905,28.016196,"MB/sec",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate.norm","avgt",1,25,1459.200135,7.339404,"B/op",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.count","avgt",1,25,147.000000,NaN,"counts",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.time","avgt",1,25,215.000000,NaN,"ms",128,LATIN1
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format","avgt",1,25,970.597386,27.813528,"ns/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate","avgt",1,25,2426.176769,74.519161,"MB/sec",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.alloc.rate.norm","avgt",1,25,2465.600160,8.988954,"B/op",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.count","avgt",1,25,247.000000,NaN,"counts",128,UTF16
"com.ionutbalosin.jvm.performance.benchmarks.micro.compiler.StringConcatenationBenchmark.string_format:·gc.time","avgt",1,25,361.000000,NaN,"ms",128,UTF16
